timestamp,image_path,point_step,rdp_ratio,draw_area_mm,pc_spec,n_raw_points,n_subsampled,n_simplified,vision_ms,mapping_rms_calib_mm,robot_gen_ms,robot_targets_created,mapping_rms_validation_mm,repeat_mean_px,repeat_std_px,overlay_image
20251214_225815,..\data\webcam_capture.png,5,0.01,220,USER_FILL,3760,752,12,208.4677999955602,,394.49480001349,12,,5.179259443895779,4.872439066118409,..\data\results\overlay_20251214_225815.png
