timestamp,image_path,point_step,rdp_ratio,draw_area_mm,pc_spec,n_raw_points,n_subsampled,n_simplified,vision_ms,mapping_rms_calib_mm,robot_gen_ms,robot_targets_created,mapping_rms_validation_mm,repeat_mean_px,repeat_std_px,overlay_image
20251214_230709,..\data\webcam_capture.png,2,0.01,220,USER_FILL,3895,1948,26,290.2849999954924,,791.3069999776781,26,,5.067489137398441,2.2870172442403987,..\data\results\overlay_20251214_230709.png
